STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7767339,18,M,BGD 6,Y,N,Engineering Studies,N,,1140,1150,200508,CPSC 1301,A,CHEM 1211,A,CHEM 1211L,A,,,,,,,200602,ENGL 1101,A,HIST 2112,A,MATH 1131,A,MUSC 1100,A,PSYC 1101,A,,,Off Campus,1,0,3.6,SCHOOL 1,2,High School,3,College/Beyond,B,Bachelors,13,13,16,16, -   , -   , -   , -   
7924651,18,M,BGD 1,Y,N,Computer Science - Systems,N,,1180,1190,200508,CPSC 1301,A,ENGL 1101,A,,,,,,,,,200602,HIST 2112,A,MATH 1113,A,MUSC 1100,A,,,,,,,Off Campus,1,69,3.56,SCHOOL 1,2,High School,,No Information,B,Bachelors,14,14,15,15, -   , -   , -   , -   
7890157,18,M,BGD 1,Y,N,Computer Science - Systems,N,,1270,1260,200708,CPSC 1301,A,CPSC 1301L,A,COMM 1110,A,ENGL 1102,A,JAPN 1001,A,MATH 1113,A,200802,ASTR 1105,A,HIST 2112,A,MATH 1131,A,,,,,,,On Campus,1,59,4,SCHOOL 18,3,College/Beyond,2,High School,B,Bachelors,16,16,16,16, -   , -   , -   , -   
7756755,18,F,BGD 1,Y,N,Chemistry,N,,1160,1150,200508,ECON 2105,A,ENGL 1101,A,HIST 2111,A,MUSC 1100,A,,,,,200602,ENGL 1102,A,HIST 2112,A,,,,,,,,,On Campus,1,69,4,SCHOOL 9,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,13,13, -   , -   , -   , -   
8001580,18,M,BGD 4,Y,N,Music Performance,N,,1200,1190,200808,ECON 2105,A,MATH 1113,A,,,,,,,,,200902,CPSC 1105,A,ITDS 2748,A,,,,,,,,,Off Campus,1,150,4,SCHOOL 216,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,16,16, -   , -   , -   , -   
7877781,18,M,BGD 1,Y,N,Undeclared,N,,,,201008,ECON 2105,A,HIST 2112,A,ITDS 1155,A,ITDS 2735,A,PSYC 1101,A,,,201102,CHEM 1151,A,CHEM 1151L,A,ENGL 1101,A,MATH 1101,A,,,,,Off Campus,1,69,3.53,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,13,13, -   ," 1,50,540 ", -   ," -1,39,140 "
7970735,18,F,BGD 1,Y,N,Undeclared,N,,1150,1150,201008,ECON 2105,A,SOCI 1101,A,THEA 1100,A,,,,,,,201102,COMM 1110,A,ITDS 1145,A,,,,,,,,,Off Campus,1,69,4,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,15, -   ," 3,01,080 "," 7,52,160 "," -2,78,280 "
8000195,18,F,BGD 1,N,N,Music Performance,N,,,,200708,ECON 2106,A,ENGL 1102,A,,,,,,,,,200802,COMM 1110H,A,MUSC 1100,A,,,,,,,,,Off Campus,1,997,4,SCHOOL 311,3,College/Beyond,3,College/Beyond,B,Bachelors,14,13,16,16, -   ," 9,02,760 "," 24,93,720 "," -2,16,000 "
7885602,18,F,BGD 3,Y,N,Pre-Business,N,,1010,990,201008,ECON 2106,A,ENGL 1101,A,HIST 2111,A,THEA 1100,A,,,,,201102,COMM 1110I,A,ENGL 1102,A,ENGL 2136,A,MATH 1125,A,POLS 1101,A,,,Off Campus,1,69,3.78,SCHOOL 34,,No Information,,No Information,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7819389,18,M,BGD 3,Y,N,Political Science,N,,1000,990,200508,ENGL 1101,A,SPAN 1002,A,POLS 1101,A,,,,,,,200602,COMM 1110,A,ENGL 1102,A,,,,,,,,,On Campus,1,0,3.92,SCHOOL 43,2,High School,,No Information,B,Bachelors,13,13,12,12," 11,46,420 "," 11,46,420 ", -   ," 4,47,240 "
7807583,18,F,BGD 6,Y,N,Undeclared,N,,1360,1380,200508,ENGL 1101,A,MATH 1131,A,,,,,,,,,200602,ENGL 1102,A,MATH 1132,A,,,,,,,,,Off Campus,0,69,3.93,SCHOOL 1,,No Information,,No Information,B,Bachelors,16,16,15,15, -   , -   , -   , -   
8002726,18,F,BGD 1,Y,N,Management,N,25,1190,1150,200508,ENGL 1101,A,ITDS 2735,A,,,,,,,,,200602,ARTH 1100,A,ENGL 1102,A,ITDS 1156,A,MATH 1111,A,,,,,On Campus,1,69,3.33,SCHOOL 9,4,Other/Unknown,2,High School,B,Bachelors,12,12,13,13, -   , -   , -   , -   
7925537,18,M,BGD 1,Y,N,Pre-Engineering/RETP,N,,1040,1030,200608,ENGL 1101,A,MATH 1131,A,THEA 1100,A,,,,,,,200702,ENGL 1102,A,HIST 2112,A,MATH 1132,A,,,,,,,Off Campus,1,69,4,SCHOOL 10,,No Information,,No Information,B,Bachelors,12,12,13,13, -   , -   , -   , -   
8012858,18,M,BGD 1,Y,N,Theatre Education,N,,1150,1150,200608,ENGL 1101,A,HIST 2112,A,THEA 1100,A,,,,,,,200702,ENGL 1102,A,MATH 1101,A,,,,,,,,,Off Campus,1,181,3.8,SCHOOL 229,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,17,17, -   , -   , -   , -   
7941787,19,M,BGD 1,Y,N,Music Performance,N,,640,640,200608,ENGL 1101,A,MATH 1113,A,,,,,,,,,200702,ENGL 1102,A,MUSC 1100,A,,,,,,,,,Off Campus,1,69,3,SCHOOL 8,,No Information,,No Information,B,Bachelors,12,12,12,12, -   , -   , -   , -   
8025317,18,M,BGD 1,Y,N,Marketing,N,23,,1070,200708,ENGL 1101,A,MUSC 1100,A,,,,,,,,,200802,ENGL 1102,A,HIST 2111,A,MATH 1111,A,,,,,,,Off Campus,1,69,3,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,13,9,12,12, -   , -   , -   , -   
8014090,18,F,BGD 1,Y,N,Undeclared,N,,1000,990,200708,ENGL 1101,A,MATH 1111,A,MUSC 1100,A,SPAN 1002,A,POLS 1101,A,,,200802,ENGL 1102,A,HIST 2112,A,MATH 1113,A,,,,,,,Off Campus,1,69,4,SCHOOL 11,,No Information,,No Information,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7945015,18,F,BGD 3,Y,N,Communication,N,,500,,200708,ENGL 1101,A,HIST 2111,A,THEA 1100,A,,,,,,,200802,COMM 1110,A,MATH 1101,A,SPAN 1001,A,,,,,,,On Campus,1,150,3.61,SCHOOL 45,,No Information,3,College/Beyond,B,Bachelors,13,13,17,17," 11,92,380 "," 12,45,480 "," 53,100 "," 3,24,000 "
7905853,18,F,BGD 1,Y,N,Undeclared,N,,1180,1190,200808,ENGL 1101,A,HIST 2112,A,MATH 1113,A,,,,,,,200902,CPSC 1105,A,ENGL 1102,A,GEOL 1110,A,HIST 1112,A,ITDS 2748,A,,,Off Campus,1,69,3.86,SCHOOL 2,2,High School,3,College/Beyond,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7760282,18,F,BGD 1,Y,N,Communication,Foundations of Business,20,,950,200808,ENGL 1101,A,LEAD 1705,A,THEA 1100,A,POLS 1101,A,,,,,200902,COMM 1110,A,ENGL 1102,A,HIST 2112,A,MATH 1101,A,,,,,Off Campus,1,69,4,SCHOOL 11,2,High School,2,High School,B,Bachelors,15,11,16,16, -   , -   , -   , -   
7765189,19,M,BGD 1,Y,N,Music Education,N,,1180,1190,200808,ENGL 1101,A,ITDS 2735,A,MUSC 1100,A,,,,,,,200902,ENGL 1102,A,PHYS 1125,A,,,,,,,,,Off Campus,1,150,3.75,SCHOOL 74,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,16, -   ," 13,06,020 "," 24,02,220 "," -2,85,720 "
7935064,18,F,BGD 1,Y,N,Undeclared,N,27,,1220,200808,ENGL 1101,A,HIST 2111,A,MATH 1113,A,MUSC 1100,A,,,,,200902,COMM 1110,A,ENGL 1102,A,MATH 1131,A,STAT 1127,A,POLS 1101,A,,,On Campus,0,69,3.93,SCHOOL 28,2,High School,2,High School,B,Bachelors,15,15,16,16, -   , -   , -   , -   
7805566,17,F,BGD 1,Y,N,Undeclared,N,,1150,1150,200808,ENGL 1101,A,HIST 2112,A,MATH 1113,A,,,,,,,200902,ARTH 1100,A,CHEM 1151,A,CHEM 1151L,A,ENGL 1102,A,,,,,Off Campus,0,0,3.86,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,12,12, -   ," 12,64,860 "," 14,71,380 "," -3,47,580 "
7976695,18,F,BGD 4,Y,N,Undeclared,N,,1220,1220,200908,ENGL 1101,A,HIST 1112,A,MATH 1113,A,SPAN 1001,A,,,,,201002,ANTH 1105I,A,BIOL 1215K,A,ENGL 1102,A,MATH 1125,A,SPAN 1002,A,,,Off Campus,1,69,3.3,SCHOOL 2,2,High School,2,High School,B,Bachelors,15,15,16,16, -   ," 14,09,460 "," 15,72,540 "," -4,17,420 "
8027405,20,F,BGD 6,N,Y,Music Performance,N,14,740,690,200908,ENGL 1101,A,MUSC 1100,A,,,,,,,,,201002,ENGL 1102,A,MATH 1111,A,,,,,,,,,On Campus,1,59,3.21,SCHOOL 423,,No Information,,No Information,B,Bachelors,14,14,15,15, -   ," 3,01,080 ", -   ," -60,000 "
7815544,19,F,BGD 1,Y,N,French with Teacher Cert,N,,,,200908,ENGL 1101,A,HIST 2111,A,MATH 1111,A,,,,,,,201002,ENGL 1102,A,PSYC 1101,A,POLS 1101,A,,,,,,,On Campus,0,150,3.86,SCHOOL 132,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7759815,18,M,BGD 1,Y,N,English and Secondary Ed,N,,1260,1260,200908,ENGL 1101,A,HIST 1112,A,SOCI 1101,A,,,,,,,201002,ENGL 1102,A,MATH 1101,A,PSYC 1101,A,STAT 1127,A,,,,,On Campus,0,150,3.37,SCHOOL 121,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,18,18," 14,10,900 "," 14,18,100 "," 7,200 "," 3,15,480 "
8021373,19,F,BGD 1,Y,N,Undeclared,N,22,1000,1030,200908,ENGL 1101,A,LEAD 1705,A,,,,,,,,,201002,ENGL 1102,A,HIST 1112I,A,MATH 1111,A,POLS 1101,A,,,,,On Campus,0,90,3.67,SCHOOL 46,,No Information,,No Information,B,Bachelors,15,11,16,16, -   ," 4,51,620 ", -   ," -6,49,920 "
8002109,18,F,BGD 1,Y,N,Early Childhood Education,N,,1100,1110,201008,ENGL 1101,A,HIST 2111,A,MATH 1111,A,LEAD 1705,A,,,,,201102,BIOL 1215K,A,COMM 1110,A,ENGL 1102,A,ITDS 1145,A,,,,,Off Campus,1,69,2.66,SCHOOL 2,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,14,14, -   , -   , -   , -   
8012821,18,F,BGD 1,Y,N,Theatre Arts,N,30,,1340,201008,ENGL 1101,A,MATH 1111,A,PSYC 1101,A,,,,,,,201102,BIOL 1125,A,ENGL 1102,A,THEA 1100,A,POLS 1101,A,,,,,On Campus,1,90,3.33,SCHOOL 46,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,17,17, -   , -   , -   , -   
7890308,18,M,BGD 1,Y,N,Music Performance,N,21,1180,990,201008,ENGL 1101,A,HIST 2111,A,MUSC 1100,A,,,,,,,201102,ENGL 1102,A,ITDS 1145,A,ITDS 2735,A,MATH 1111,A,,,,,On Campus,0,138,3.82,SCHOOL 47,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,17,17, -   , -   , -   , -   
7962536,18,F,BGD 1,Y,N,Exercise Science,N,20,,950,201008,ENGL 1101,A,HIST 2111,A,MUSC 1100,A,,,,,,,201102,BIOL 1215K,A,ENGL 1102,A,ITDS 2727,A,MATH 1111,A,PSYC 1101,A,POLS 1101,A,Off Campus,1,69,3.62,SCHOOL 9,3,College/Beyond,2,High School,B,Bachelors,15,11,17,17, -   , -   , -   , -   
7879825,17,F,BGD 1,Y,N,History and Secondary Ed,N,24,1100,1110,201008,ENGL 1101,A,HIST 1112,A,ITDS 2749,A,PSYC 1101,A,,,,,201102,ENGL 1102,A,GEOL 1110,A,GEOL 1121,A,GEOL 1121L,A,FREN 1001,A,HIST 2112,A,On Campus,0,138,3.69,SCHOOL 200,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,19,19, -   , -   , -   , -   
7970951,18,F,BGD 1,Y,N,Early Childhood Education,N,28,1350,1260,200708,ENGL 1102,A,HIST 2111,A,,,,,,,,,200802,CPSC 1301,A,CPSC 1301L,A,ASTR 1105,A,COMM 1110,A,ENGL 2136,A,POLS 1101,A,On Campus,1,69,2.88,SCHOOL 9,2,High School,2,High School,B,Bachelors,13,13,17,17, -   , -   , -   , -   
7820580,18,M,BGD 1,Y,N,English Language/Literature,N,,1300,1300,200708,ENGL 1102,A,FREN 1002,A,POLS 1101H,A,,,,,,,200802,COMM 1110H,A,ENGL 2111,A,FREN 2001,A,THEA 1100,A,,,,,On Campus,1,0,3.93,SCHOOL 130,3,College/Beyond,2,High School,B,Bachelors,12,12,17,17, -   , -   , -   , -   
7908314,18,F,BGD 3,Y,N,Psychology,N,,1220,1220,200708,FREN 1001,A,MUSC 1100,A,,,,,,,,,200802,COMM 1110H,A,ITDS 2735,A,,,,,,,,,Off Campus,1,69,4,SCHOOL 2,2,High School,4,Other/Unknown,B,Bachelors,12,12,12,12, -   ," 1,99,440 ", -   , -   
7806820,18,M,BGD 1,N,N,Music Education,N,,1310,1300,200808,FREN 1001,A,MATH 1111,A,,,,,,,,,200902,ANTH 1105,A,FREN 1002,A,,,,,,,,,Off Campus,1,666,3.33,SCHOOL 83,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,16, -   , -   , -   , -   
7904751,18,F,BGD 1,N,N,Marketing,N,26,,1190,200608,HIST 1111,A,PSYC 1101,A,POLS 1101,A,,,,,,,200702,ARTH 1100,A,ECON 2105,A,ENGL 1102,A,MATH 1101,A,,,,,Off Campus,1,69,3.46,SCHOOL 292,3,College/Beyond,2,High School,B,Bachelors,15,15,16,16," 15,04,980 "," 15,04,980 ", -   ," 12,16,980 "
7787507,18,F,BGD 1,Y,N,Undeclared,N,,1270,1260,200508,HIST 2111,A,MATH 1111,A,PSYC 1101,A,,,,,,,200602,ENGL 1102,A,ITDS 2735,A,MATH 1113,A,POLS 1101,A,,,,,Off Campus,1,69,3.87,SCHOOL 130,3,College/Beyond,2,High School,B,Bachelors,12,12,13,13, -   ," 11,46,420 "," 14,52,960 "," -2,88,180 "
7946529,18,M,BGD 1,Y,N,Music Performance,N,,1390,1380,200808,HIST 2111,A,MATH 1131,A,,,,,,,,,200902,COMM 1110,A,ENGL 1102,A,,,,,,,,,Off Campus,1,69,4,SCHOOL 129,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7827591,18,F,BGD 6,Y,N,Biology,N,,1060,1070,200608,HIST 2112,A,THEA 1100,A,POLS 1101,A,,,,,,,200702,ENGL 1101,A,ITDS 1156,A,,,,,,,,,Off Campus,1,69,4,SCHOOL 34,3,College/Beyond,1,Middle School/Junior High,B,Bachelors,15,15,13,13, -   , -   , -   , -   
7807126,17,F,BGD 1,N,N,General Business,N,24,1070,1110,200808,HIST 2112,A,LEAD 1705,A,POLS 1101,A,,,,,,,200902,COMM 1110,A,ECON 2106,A,ENGL 1102,A,MATH 1111,A,,,,,On Campus,1,190,3.81,SCHOOL 66,3,College/Beyond,2,High School,B,Bachelors,15,15,16,16," 4,31,700 "," 13,06,020 "," 8,74,320 "," -12,540 "
7802791,17,M,BGD 1,Y,N,English Language/Literature,N,,1180,1190,201008,HIST 2112,A,PSYC 1101,A,,,,,,,,,201102,BIOL 1215K,A,ENGL 1102,A,GEOL 1110,A,POLS 1101,A,,,,,Off Campus,1,69,,SCHOOL 98,3,College/Beyond,3,College/Beyond,B,Bachelors,16,12,15,15, -   , -   , -   , -   
7836113,18,F,BGD 1,Y,N,Theatre Arts,N,,690,690,200608,LEAD 1705,A,THEA 1100,A,,,,,,,,,200702,ENGL 1102,A,ITDS 2735,A,MATH 1113,A,,,,,,,Off Campus,1,150,3.88,SCHOOL 12,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,16,16, -   , -   , -   , -   
7812638,18,F,BGD 1,N,N,Mathematics,N,,,,200808,LEAD 1705,A,POLS 1101,A,,,,,,,,,200902,ENGL 1101,A,HIST 2112,A,STAT 1127,A,THEA 1100,A,,,,,Off Campus,1,69,4,SCHOOL 7,2,High School,3,College/Beyond,B,Bachelors,15,12,15,15, -   , -   , -   , -   
7833640,18,F,BGD 1,Y,N,Early Childhood Education,N,18,940,870,200808,MATH 1101,A,POLS 1101,A,,,,,,,,,200902,BIOL 1125,A,ENGL 1101,A,HIST 2112,A,SPAN 1001,A,,,,,Off Campus,1,69,3.8,SCHOOL 1,2,High School,2,High School,B,Bachelors,13,13,15,15," 13,46,640 "," 13,46,640 ", -   ," 6,22,200 "
7846009,18,F,BGD 4,Y,N,Psychology,N,,560,590,200808,MATH 1101,A,LEAD 1705,A,PSYC 1101,A,PHYS 1125,A,,,,,200902,COMM 1110,A,ENGL 1102,A,POLS 1101,A,,,,,,,Off Campus,1,69,3.79,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,16, -   , -   , -   , -   
7846144,18,F,BGD 1,Y,N,Theatre Arts,N,,1160,1150,201008,MATH 1101,A,LEAD 1705,A,,,,,,,,,201102,ENGL 1102,A,ITDS 1145,A,,,,,,,,,On Campus,1,138,3.92,SCHOOL 319,4,Other/Unknown,4,Other/Unknown,B,Bachelors,15,15,14,14, -   , -   , -   , -   
7977200,18,F,BGD 1,Y,N,Music Education,N,22,1100,1030,200808,MUSC 1100,A,POLS 1101,A,,,,,,,,,200902,COMM 1110,A,ENGL 1102,A,,,,,,,,,Off Campus,1,69,3.75,SCHOOL 129,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,16, -   , -   , -   , -   
8010338,18,F,BGD 1,Y,N,Undeclared,N,20,980,950,200908,BIOL 1215K,B,COMM 1110,A,HIST 2111,A,ITDS 2735,A,,,,,201002,ENGL 1101,A,MATH 1111,A,MUSC 1100,A,PSYC 1101,A,,,,,Off Campus,1,69,4,SCHOOL 3,1,Middle School/Junior High,3,College/Beyond,B,Bachelors,14,14,15,15," 13,24,740 "," 14,09,460 "," 84,720 "," 5,27,400 "
7836794,19,F,BGD 3,Y,N,Pre-Nursing,N,,460,,200908,CHEM 1151,B,CHEM 1151L,A,ENGL 1101,A,ITDS 2748,A,,,,,201002,ENGL 1102,A,MATH 1101,A,MUSC 1100,A,,,,,,,On Campus,1,90,3.26,SCHOOL 298,3,College/Beyond,2,High School,B,Bachelors,12,8,15,15," 14,18,100 "," 14,18,100 ", -   ," 92,760 "
7968516,18,F,BGD 1,Y,N,Pre-Nursing,N,,1020,1030,201008,CHEM 1151,B,CPSC 1105,A,CHEM 1151L,A,ENGL 1101,A,,,,,201102,ENGL 1102,A,HIST 2112,A,POLS 1101,A,,,,,,,Off Campus,1,69,3.7,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,17,13, -   , -   , -   , -   
7957617,18,F,BGD 1,Y,N,Nursing,N,,1150,1150,200708,CHEM 1151L,B,CHEM 1151,A,HIST 2112,A,THEA 1100,A,,,,,200802,ENGL 1102,A,PSYC 1101,A,,,,,,,,,Off Campus,0,0,3.93,SCHOOL 1,,No Information,,No Information,B,Bachelors,12,12,13,13, -   ," 1,99,440 ", -   , -   
7808603,18,F,BGD 3,Y,N,Pre-Nursing,N,20,920,950,200808,CHEM 1151L,B,CHEM 1151,A,ENGL 1101,A,MATH 1101,A,MUSC 1100,A,,,200902,ENGL 1102,A,ITDS 1146,A,,,,,,,,,Off Campus,1,0,3.71,SCHOOL 14,4,Other/Unknown,2,High School,B,Bachelors,13,13,13,13," 13,33,200 "," 13,55,760 "," 22,560 "," 5,72,700 "
7944615,17,F,BGD 1,Y,N,Pre-Nursing,Spanish,,,,200908,CHEM 1151L,B,CHEM 1151,A,ITDS 2749,A,MATH 1101,A,SOCI 1101,A,,,201002,STAT 1127,A,THEA 1100,A,,,,,,,,,Off Campus,1,69,3.74,SCHOOL 85,2,High School,2,High School,B,Bachelors,14,14,14,14," 13,24,500 "," 13,24,500 ", -   , -   
7958023,19,F,BGD 8,Y,N,Pre-Nursing,N,20,950,950,200908,CHEM 1151L,B,CHEM 1151,A,ENGL 1101,A,ITDS 2749,A,SOCI 1101,A,,,201002,ENGL 1102,A,ITDS 1146,A,MATH 1101,A,,,,,,,Off Campus,1,69,2.8,SCHOOL 130,3,College/Beyond,2,High School,B,Bachelors,13,13,13,13, -   , -   , -   , -   
7955083,18,F,BGD 3,Y,N,Pre-Nursing,N,20,410,950,200908,CHEM 1151L,B,CHEM 1151,A,ENGL 1101,A,ITDS 2749,A,MATH 1101,A,SOCI 1101,A,201002,HIST 2111,A,MUSC 1100,A,PSYC 1101,A,STAT 1127,A,,,,,On Campus,1,150,2.63,SCHOOL 49,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,14,14, -   ," 10,25,700 "," 15,34,260 ", -   
7953008,18,M,BGD 1,N,N,Biology,N,21,,990,200508,CHEM 1211,B,CHEM 1211L,A,ENGL 1101,A,HIST 2111,A,,,,,200602,ENGL 1102,A,HIST 2112,A,MUSC 1100,A,POLS 1101,A,,,,,Off Campus,1,0,4,SCHOOL 7,,No Information,,No Information,B,Bachelors,12,12,16,16, -   ," 2,24,640 ", -   ," -60,000 "
7942356,18,F,BGD 1,N,N,Engineering Studies,N,21,1010,990,200708,CHEM 1211,B,CHEM 1211L,A,ENGL 1101,A,MATH 1131,A,,,,,200802,ENGL 1102,A,MATH 1132,A,THEA 1100,A,,,,,,,On Campus,0,90,3.8,SCHOOL 339,,No Information,,No Information,B,Bachelors,15,15,14,14, -   , -   , -   , -   
7872126,18,M,BGD 1,Y,N,Music Performance,N,,1310,1300,200508,COMM 1110,B,MUSC 1100,A,,,,,,,,,200602,ENGL 1102,A,MATH 1111,A,,,,,,,,,Off Campus,1,150,3.93,SCHOOL 23,,No Information,,No Information,B,Bachelors,15,15,14,14, -   , -   , -   , -   
7967466,18,F,BGD 3,Y,N,Computer Science - Systems,N,,1050,1070,200508,COMM 1110,B,CPSC 1301,A,ENGL 1101,A,HIST 2111,A,MATH 1111,A,,,200602,ENGL 1102,A,MATH 1113,A,POLS 1101,A,,,,,,,On Campus,1,176,3.47,SCHOOL 111,1,Middle School/Junior High,3,College/Beyond,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7928317,18,F,BGD 1,Y,N,Nursing,N,20,990,950,200708,COMM 1110,B,ENGL 1101,A,MATH 1111,A,,,,,,,200802,CHEM 1151,A,CHEM 1151L,A,ENGL 1102,A,ITDS 2735,A,MUSC 1100,A,,,On Campus,1,150,3.52,SCHOOL 366,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,14,14, -   ," 12,33,900 "," 29,70,000 "," -3,74,880 "
7838887,17,M,BGD 1,Y,N,Undeclared,N,,1290,1300,200808,COMM 1110,B,HIST 2111,A,MATH 1111,A,SPAN 1001,A,,,,,200902,ENGL 1101,A,GEOL 1110,A,PSYC 1101,A,STAT 1127,A,,,,,Off Campus,1,69,,SCHOOL 98,,No Information,,No Information,B,Bachelors,16,16,15,15, -   , -   , -   , -   
7782902,18,M,BGD 1,Y,N,Music Education,N,28,1310,1260,200908,COMM 1110,B,ITDS 1145,A,ITDS 2735,A,,,,,,,201002,ENGL 1102,A,ITDS 1156,A,,,,,,,,,On Campus,1,150,4,SCHOOL 180,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,14,14, -   ," 14,18,100 "," 31,49,520 "," -4,81,200 "
8002049,19,F,BGD 1,N,N,Undeclared,N,25,,1150,200908,COMM 1110,B,HIST 1111,A,HIST 2111,A,,,,,,,201002,ECON 2105,A,ENGL 1101,A,MUSC 1100,A,POLS 1101,A,,,,,Off Campus,0,69,3.68,SCHOOL 440,2,High School,2,High School,B,Bachelors,12,12,12,12," 12,06,780 "," 14,17,380 "," 2,10,600 "," 8,07,780 "
8013008,18,F,BGD 1,Y,N,Biology,N,,1110,1110,200508,ENGL 1101,B,MATH 1111,A,SPAN 1002,A,,,,,,,200602,ARTH 1100,A,ENGL 1102,A,MATH 1113,A,POLS 1101,A,,,,,Off Campus,1,69,3.25,SCHOOL 8,,No Information,,No Information,B,Bachelors,13,13,15,15, -   ," 3,36,960 ", -   ," -2,88,180 "
8011493,18,M,BGD 1,Y,N,History and Secondary Ed,N,,1160,1150,200508,ENGL 1101,B,COMM 1110,A,MATH 1101,A,SPAN 1002,A,,,,,200602,ENGL 1102,A,MUSC 1100,A,,,,,,,,,Off Campus,1,0,3.73,SCHOOL 130,4,Other/Unknown,2,High School,B,Bachelors,12,12,12,12, -   , -   , -   , -   
7964138,18,F,BGD 1,Y,N,Theatre Arts,N,,1120,1110,200508,ENGL 1101,B,MUSC 1100,A,,,,,,,,,200602,ENGL 1102,A,MATH 1101,A,PSYC 1101,A,,,,,,,On Campus,1,69,3.87,SCHOOL 141,3,College/Beyond,3,College/Beyond,B,Bachelors,18,18,18,15, -   , -   , -   , -   
7940948,18,F,BGD 1,Y,N,Nursing,N,,940,950,200508,ENGL 1101,B,CHEM 1151,A,CHEM 1151L,A,ECON 2106,A,HIST 2111,A,MUSC 1100,A,200602,ENGL 1102,A,ITDS 2735,A,MATH 1111,A,POLS 1101,A,,,,,Off Campus,1,59,3.86,SCHOOL 29,2,High School,2,High School,B,Bachelors,16,16,14,14, -   , -   , -   , -   
7867837,18,F,BGD 1,Y,N,Mathematics and Secondary Ed,N,24,1280,1110,200508,ENGL 1101,B,FREN 2001,A,MATH 1113,A,LEAD 1705,A,,,,,200602,COMM 1110,A,HIST 2111,A,MATH 1131,A,,,,,,,Off Campus,1,0,3.73,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,13,13, -   ," 2,16,480 ", -   ," -1,79,760 "
